ID,source,name,description,neighborhood_overview,host_id,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,price
3624,city scrape,HUGE 3Bed Sky-high Views Pool Gym Steam Room,"Stretch out and relax in this oversized 3-bedroom, 3.5-bathroom apartment in Brisbane’s iconic Skytower. With room to breathe, premium amenities, and unbeatable views, it’s perfect for families, groups, or extended stays. Enjoy exclusive access to Australia’s highest infinity pool, a state-of-the-art gym, and the elegant Sky Lounge. All just steps from Albert Street Station, Queen’s Wharf, and the CBD’s best dining, cafes, and shopping.","Located in the heart of Brisbane City, this apartment places you right in the middle of the action. Just steps away, you’ll find the vibrant Queen Street Mall with its shops, restaurants, and cafes. The Brisbane River is only a short stroll, where you can enjoy riverside dining, scenic walks, or catch the ferry from Eagle Street Pier. Popular attractions like the Botanic Gardens, South Bank, and Howard Smith Wharves are all nearby, making this the perfect base to experience Brisbane’s best dining, shopping, culture, and nightlife.",395651689,Rohith,2021-04-05,,,within an hour,100%,94%,f,,2.0,"['email', 'phone']",t,t,Brisbane City,-27.472043880362037,153.0290457767212,Entire rental unit,Entire home/apt,6,3.0,3 baths,3.0,3.0,"[""Baking sheet"", ""Refrigerator"", ""Coffee maker"", ""Essentials"", ""Dishwasher"", ""Free washer \u2013 In unit"", ""Bed linens"", ""Extra pillows and blankets"", ""Smoke alarm"", ""Toaster"", ""Wifi"", ""Dishes and silverware"", ""Coffee"", ""Bathtub"", ""Cooking basics"", ""BBQ grill"", ""Carbon monoxide alarm"", ""Hot water kettle"", ""Hair dryer"", ""Hangers"", ""Air conditioning"", ""Free dryer \u2013 In unit"", ""Iron"", ""Paid crib - available upon request"", ""First aid kit"", ""Hot water"", ""Shower gel"", ""Central heating"", ""Room-darkening shades"", ""Stove"", ""Fire extinguisher"", ""Shampoo"", ""Paid parking garage on premises"", ""Kitchen"", ""Wine glasses"", ""Free parking garage on premises"", ""Exterior security cameras on property"", ""Clothing storage"", ""Freezer"", ""Microwave"", ""Outdoor furniture"", ""Long term stays allowed"", ""Drying rack for clothing"", ""Shared sauna"", ""Conditioner"", ""Shared gym in building"", ""Body soap"", ""TV"", ""Indoor pool"", ""Single level home"", ""Dining table"", ""Oven""]",2,90,2.0,3.0,90.0,90.0,2.9,90.0,10,24,46,236,7,7,2,23,0,42,19824.0,2025-07-28,2025-11-07,4.86,4.71,5.0,4.86,5.0,5.0,4.71,f,1,1,0,0,1.96,$472.00
3625,city scrape,6BR Food&Drink Hub | Rooftop | Pool | 4 cars | Gym,"Hip, chic, laid back Newstead is the heart of Brisbane's action. These 3 peaceful, comfy adjacent apartments will impress. Featuring floor to ceiling windows offering city views - quiet and bright inside with ducted AC and ceiling fans for all-year comfort. Boasting a spacious rooftop BBQ terrace, sparkling pool and gym. The cafes and restaurants in the Emporium and Gasworks precincts, breweries, the Valley & Brisbane river all in walking distance and trendy bars, pub and cafes at your doorstep","Before you arrive we'll provide a COMPREHENSIVE interactive digital guide to local eateries and attractions helping you have an amazing getaway.<br /><br />The cafes and restaurants in the Emporium and Gasworks precincts, breweries, the Valley and Brisbane river all in walking distance and trendy bars, pub and cafes at your doorstep.<br /><br />DISTANCES:<br />• 18 minutes drive (13kms) from Brisbane Airport to the apartment<br />• Trains from the Airport to Bowen Hills Station every 15-30 mins<br />• Gasworks Precinct 200m<br />• The Emporium 200m<br />• The Triffid 150m<br />• Fortitude Valley 400m<br />• Teneriffe ferry terminal 900m<br />• Fortitude Valley Music Hall 900m<br />• Ekka Showgrounds 1.3km<br />• Royal Brisbane and Woman's Hospital 2kms<br />• City / CBD 2kms",45576200,Benjamin Michael,2015-10-02,"Sunshine Coast, Australia","We're a mother and son Airbnb team!
We love the beach and outdoor activities.  We have good values and feel it is important to be helpful and thoughtful to others.",within an hour,100%,99%,t,,25.0,"['email', 'phone']",t,t,Newstead - Bowen Hills,-27.45225,153.04134,Entire rental unit,Entire home/apt,15,3.0,3 baths,6.0,6.0,"[""Refrigerator"", ""Coffee maker"", ""Essentials"", ""Backyard"", ""Children\u2019s dinnerware"", ""Dishwasher"", ""Noise decibel monitors on property"", ""Bed linens"", ""Extra pillows and blankets"", ""Elevator"", ""Lockbox"", ""Smoke alarm"", ""Mini fridge"", ""Toaster"", ""Dishes and silverware"", ""Coffee"", ""Cooking basics"", ""BBQ grill"", ""Carbon monoxide alarm"", ""Washer"", ""Hot water kettle"", ""Hair dryer"", ""Free street parking"", ""Hangers"", ""Air conditioning"", ""Iron"", ""First aid kit"", ""Hot water"", ""Shower gel"", ""Children\u2019s books and toys"", ""Stove"", ""Room-darkening shades"", ""Outdoor kitchen"", ""Self check-in"", ""Fire extinguisher"", ""Dryer"", ""Shampoo"", ""Gym"", ""Kitchen"", ""Crib"", ""Wine glasses"", ""Heating"", ""Pack \u2019n play/Travel crib"", ""Freezer"", ""Dedicated workspace"", ""Microwave"", ""Outdoor furniture"", ""City skyline view"", ""Long term stays allowed"", ""Outdoor pool"", ""Free parking on premises"", ""Patio or balcony"", ""Conditioner"", ""Private entrance"", ""Body soap"", ""Wifi \u2013 47 Mbps"", ""TV"", ""High chair"", ""Single level home"", ""Dining table"", ""Oven""]",1,1125,1.0,4.0,1125.0,1125.0,3.8,1125.0,16,46,76,351,7,2,0,37,5,12,9504.0,2024-05-31,2025-05-25,5.0,5.0,5.0,4.86,5.0,5.0,5.0,t,18,18,0,0,0.4,$792.00
3626,city scrape,Private stay in Brisbane north,"Located in the northern suburbs of Brisbane, this homely stay offers a cozy bedroom, your own bathroom and kitchenette, wifi, and a balcony to enjoy the Spring air.<br /><br />Whilst it is attached to a house, your space is fully contained, with your own entrance to ensure comfort and privacy during your stay.<br /><br />It is located a short walk from Wilston Train Station(4 stops from Central Station), the RBWH hospital, and is close to many shops and restaurants.",,178514894,Niamh,2018-03-14,"Buderim, Australia",I’m just a friendly nature enthusiast.,within an hour,100%,100%,f,,2.0,"['email', 'phone']",t,t,Wilston,-27.44089,153.02119,Entire guesthouse,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Outdoor dining area"", ""Self check-in"", ""Fire extinguisher"", ""Keypad"", ""Air conditioning"", ""Free parking on premises"", ""First aid kit"", ""Kitchen"", ""Smoke alarm"", ""TV"", ""Exterior security cameras on property"", ""Wifi"", ""Dedicated workspace"", ""Carbon monoxide alarm"", ""Washer""]",1,365,1.0,1.0,365.0,365.0,1.0,365.0,21,51,81,356,0,0,0,42,0,0,0.0,,,,,,,,,,f,1,1,0,0,,$137.00
3627,city scrape,Your sweet home close to Garden city Westfield!,"The house is perfectly located, just about 12 mins walk to Garden city Westfield! <br />It is clean and quiet. Free Wifi,  laundry and a swimming pool are available.<br />Only 20 mins travel to city by the Express buses including route 555,111 and 160.",The neighbourhood is friendly and quiet!,102577451,Shelia,2016-11-05,"MacGregor, Australia",,within an hour,100%,84%,f,,5.0,"['email', 'phone']",t,t,Macgregor (Qld),-27.57002,153.07489,Private room in home,Private room,1,1.0,1 shared bath,1.0,1.0,"[""Stove"", ""Free street parking"", ""Washer"", ""Hangers"", ""Refrigerator"", ""Dishes and silverware"", ""Long term stays allowed"", ""Host greets you"", ""Bed linens"", ""Kitchen"", ""Single level home"", ""Luggage dropoff allowed"", ""Wifi"", ""Hot water"", ""Pool"", ""Microwave"", ""Lock on bedroom door""]",5,365,3.0,3.0,365.0,365.0,3.0,365.0,13,43,73,73,17,3,1,34,4,30,1440.0,2018-01-18,2025-10-24,4.94,4.94,4.88,4.94,4.88,4.94,4.88,f,5,0,5,0,0.18,$48.00
3628,city scrape,"Beatrice Cottage 1KB,1QB","Very short walk to Eagle Farm Racetrack, 2 Bedrooms one King, one queen, steps to Racecourse Road, Coles and the best cafes and restaurants Ascot has to offer. Fast Wifi, quiet street, parking out front.  Safe and Secure. Workstation for the studious, large smart TV.  Great outlook, sundrenched coffee nook for those lazy mornings.  5min walk to Bretts wharf, catch a ferry to the city.  Buses and train available to the city 6 km's. 6 km's to the brisbane airport.",,221424129,Kim,2018-10-18,"Brisbane, Australia",,within an hour,100%,97%,t,,1.0,"['email', 'phone']",t,t,Ascot,-27.434600085783565,153.06644250586925,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,2.0,"[""AC - split type ductless system"", ""Self check-in"", ""Fire extinguisher"", ""Kitchen"", ""55 inch HDTV"", ""Smoke alarm"", ""Wifi"", ""Smart lock"", ""Dedicated workspace""]",2,28,1.0,2.0,28.0,28.0,2.0,28.0,16,43,72,72,72,72,8,35,0,255,43605.0,2025-02-15,2025-11-01,4.89,4.9,4.88,4.85,4.94,4.9,4.85,f,1,1,0,0,8.0,$171.00
3629,city scrape,Peaceful living n good location,"Enjoy the sunshine. End of small street, quite area  and window face to a huge park in two sides where people can relax and feel full of energy, walking distance to public transport and all fertilities<br /><br />* 1-2 mins walking to bus stop, <br /># 150 bus running every 5-10mins to Runcorn Railway Station and Brisbane CBD, <br /><br />* 10 mins walking to 2 large shopping centres, one side each of the Compton  Road<br /><br />* recently renovated Calamvale Shopping centre got quite few new restaurants and close late",one side with neighbor only,545970298,Vincent,2023-11-11,"Brisbane, Australia",,within an hour,100%,100%,t,,2.0,['phone'],t,t,Runcorn,-27.609684962348798,153.06380867958072,Private room in home,Private room,2,1.0,1 private bath,1.0,1.0,"[""Refrigerator"", ""Essentials"", ""Dishwasher"", ""Bed linens"", ""Smoke alarm"", ""Toaster"", ""Cleaning products"", ""Wifi"", ""Dishes and silverware"", ""Coffee"", ""Bathtub"", ""Carbon monoxide alarm"", ""Washer"", ""Hot water kettle"", ""Hair dryer"", ""Free street parking"", ""Hangers"", ""Hot water"", ""Shower gel"", ""Lock on bedroom door"", ""Stove"", ""Self check-in"", ""Keypad"", ""Shampoo"", ""Kitchen"", ""Wine glasses"", ""Ceiling fan"", ""Freezer"", ""Dedicated workspace"", ""Microwave"", ""Outdoor furniture"", ""Hot tub"", ""Park view"", ""Patio or balcony"", ""TV"", ""Single level home"", ""Dining table"", ""Oven""]",2,365,1.0,2.0,365.0,365.0,2.0,365.0,8,23,53,198,39,19,0,21,20,114,7296.0,2023-11-24,2025-10-09,4.69,4.72,4.67,4.79,4.67,4.62,4.77,f,2,0,2,0,1.63,$64.00
3630,city scrape,Brighton Palms Guesthouse,Hidden among the palms is our fully self contained private guesthouse. Relax in this stylish abode which is ideal for couples or solo travellers looking to explore the Moreton Bay region.<br /><br />Take your morning coffee for a walk in the nearby park or venture on a brief drive to Flinders Parade to tour the beach and enjoy the local seafood. <br /><br />You’re only a short walk to the local convenience store & cafes.<br />5 min drive to Sandgate Village<br />10 min drive to Brisbane Entertainment Centre,,95421198,Citlali,2016-09-16,"Brisbane, Australia","Hi, I’m Lali originally from Mexico and have been living in Australia for almost a decade now. I work in leasing and on my days off I love spontaneous adventures outdoors with my partner Greg and our mischievous dog, Maya.",within a few hours,100%,94%,t,,1.0,"['email', 'phone']",t,t,Brighton (Qld),-27.30610253318695,153.0451934885839,Entire guesthouse,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Laundromat nearby"", ""Refrigerator"", ""Essentials"", ""Free washer \u2013 In unit"", ""Bed linens"", ""Extra pillows and blankets"", ""Lockbox"", ""Shared backyard \u2013 Fully fenced"", ""42 inch HDTV with Chromecast, Netflix"", ""Smoke alarm"", ""Toaster"", ""Cleaning products"", ""Wifi"", ""Dishes and silverware"", ""Coffee"", ""Cooking basics"", ""Blender"", ""Outdoor dining area"", ""Hot water kettle"", ""Hair dryer"", ""Free street parking"", ""Hangers"", ""Iron"", ""Electric stove"", ""Heating - split type ductless system"", ""Hot water"", ""Shower gel"", ""Free parking on premises \u2013 1 space"", ""Room-darkening shades"", ""Self check-in"", ""Shampoo"", ""Private patio or balcony"", ""Kitchen"", ""Wine glasses"", ""Ceiling fan"", ""Freezer"", ""Microwave"", ""AC - split type ductless system"", ""Long term stays allowed"", ""Drying rack for clothing"", ""Clothing storage: wardrobe"", ""Conditioner"", ""Private entrance"", ""Portable heater"", ""Single level home"", ""Dining table""]",2,1125,,,,,3.2,1125.0,0,0,0,0,154,46,3,0,44,255,30600.0,2022-07-25,2025-10-31,4.95,4.92,4.97,4.97,4.97,4.76,4.86,f,1,1,0,0,3.83,$120.00
3631,city scrape,Scenic 2BR w/ Balcony and Recreational Deck Access,"Experience the best of Brisbane in this beautifully appointed 2-bedroom apartment at the sought-after Scenic building. Located in vibrant South Brisbane, this modern retreat offers comfort, style, and convenience just moments from the city’s top attractions. Ideal for families, professionals, and holidaymakers alike, you’ll enjoy access to fantastic facilities and be steps from local cafes, arts precincts, and transport. Whether you're visiting for work or play, this is your ideal urban getaway.",,405875528,Shang,2021-06-07,,,within a few hours,100%,87%,f,,44.0,"['email', 'phone', 'work_email']",t,t,South Brisbane,-27.47305,153.01714,Entire rental unit,Entire home/apt,4,2.0,2 baths,2.0,2.0,"[""Refrigerator"", ""Dishwasher"", ""Bed linens"", ""Extra pillows and blankets"", ""Smoke alarm"", ""Toaster"", ""Wifi"", ""Dishes and silverware"", ""Coffee"", ""Cooking basics"", ""Washer"", ""Hot water kettle"", ""Hair dryer"", ""Air conditioning"", ""Iron"", ""Paid crib - available upon request"", ""Hot water"", ""Shower gel"", ""Stove"", ""Room-darkening shades"", ""Fire extinguisher"", ""Dryer"", ""Shampoo"", ""Kitchen"", ""Wine glasses"", ""Heating"", ""Clothing storage"", ""Freezer"", ""Microwave"", ""Drying rack for clothing"", ""Ethernet connection"", ""Free parking on premises"", ""Conditioner"", ""Body soap"", ""TV"", ""Standalone high chair - available upon request"", ""Dining table"", ""Oven""]",2,90,2.0,3.0,90.0,1125.0,2.1,640.1,20,41,66,147,9,9,0,32,0,54,17010.0,2025-08-03,2025-10-10,4.56,4.56,4.89,4.0,4.78,4.89,4.56,f,40,40,0,0,2.67,$315.00
3632,city scrape,"Carina Heights:Fully self contained,Town House.","Short term rental, (minimum 4weeks weeks)can be extended by negotiation.Equipped for comfort in a quiet block of four. Tiled living, carpeted  bedrooms ,fully fenced garden courtyard. Walk to park and coffee shop. <br />Ideal south east location close to Westfield Carindale Shopping Center,  movie theaters ,shops and restaurants. Public transport to city. Close to freeway access for airport, north and south coast beaches.",Quiet residential area with only 5 minute drive to major shopping complex.<br />Excellent public transport.<br />Pleasant walk to local park&playgrounds.,39408404,Margaret,2015-07-24,"Queensland, Australia","I am a retired Real Estate Agent born and educated in Brisbane. I travel extensively and enjoy walking, yoga, theatre, ballet and dining out.",within a day,100%,80%,t,,2.0,"['email', 'phone']",t,t,Carina Heights,-27.5011,153.09048,Entire townhouse,Entire home/apt,4,1.0,1 bath,2.0,3.0,"[""Refrigerator"", ""Essentials"", ""Bed linens"", ""Extra pillows and blankets"", ""Books and reading material"", ""Lockbox"", ""Smoke alarm"", ""Toaster"", ""Cleaning products"", ""Wifi"", ""Dishes and silverware"", ""Coffee"", ""Cooking basics"", ""Blender"", ""Courtyard view"", ""Outdoor dining area"", ""Hot water kettle"", ""Hair dryer"", ""Free street parking"", ""Hangers"", ""Iron"", ""Free dryer"", ""Private backyard \u2013 Fully fenced"", ""First aid kit"", ""Hot water"", ""Shower gel"", ""Stove"", ""Self check-in"", ""Shampoo"", ""Private patio or balcony"", ""Kitchen"", ""Wine glasses"", ""Free parking garage on premises"", ""Ceiling fan"", ""Microwave"", ""Outdoor furniture"", ""Long term stays allowed"", ""Drying rack for clothing"", ""Window AC unit"", ""Clothing storage: wardrobe"", ""Conditioner"", ""Private entrance"", ""Body soap"", ""Free washer"", ""TV"", ""Portable heater"", ""Single level home"", ""Dining table"", ""Oven""]",28,1125,1.0,28.0,1125.0,1125.0,27.6,1125.0,0,4,4,272,38,4,0,4,3,224,33600.0,2015-09-09,2025-05-25,4.89,4.89,4.74,4.95,4.95,4.87,4.89,f,1,1,0,0,0.31,$150.00
3633,city scrape,Basic room for rent,"This property is located in convenient area where bus stop 130/135 cross by and less than 10 mins walk to close-by family mart and restaurants.<br />Got free Visitor parking or on street parking. Besides, please don't have too high expectation, here is jusy a place for short stay. Got all basic things but not fancy.",all of them would be quiet from 9am,38227361,Katie,2015-07-12,"Brisbane, Australia",,within a few hours,60%,60%,f,,2.0,"['email', 'phone']",t,t,Sunnybank Hills,-27.59896,153.04173,Private room in home,Private room,1,1.5,1.5 shared baths,1.0,1.0,"[""Portable fans"", ""Laundromat nearby"", ""Essentials"", ""Bed linens"", ""Extra pillows and blankets"", ""Smoke alarm"", ""Toaster"", ""Cleaning products"", ""Dishes and silverware"", ""Coffee"", ""Cooking basics"", ""Blender"", ""Washer"", ""Hot water kettle"", ""Hair dryer"", ""Free street parking"", ""Hangers"", ""Air conditioning"", ""Iron"", ""First aid kit"", ""Fast wifi \u2013 51 Mbps"", ""Lock on bedroom door"", ""Room-darkening shades"", ""Host greets you"", ""Kitchen"", ""Pets allowed"", ""Wine glasses"", ""Pantene shampoo"", ""Microwave"", ""Rice maker"", ""Drying rack for clothing"", ""Fisher and Prayer refrigerator"", ""Clothing storage: wardrobe"", ""Free parking on premises"", ""Body soap"", ""Dining table""]",1,90,1.0,3.0,90.0,90.0,1.6,90.0,27,57,87,177,13,7,1,48,6,42,2562.0,2024-02-25,2025-10-21,4.85,4.92,4.85,4.85,4.92,4.92,4.92,f,2,0,2,0,0.62,$61.00
3634,city scrape,Luxe Master room w/ Brisbane River views,"Wonderfully lavish, sizeable master bedroom with an impeccable ensuite incl. bathtub, and private balcony boasting river views.<br /><br />Offering direct access to the Brisbane River and the beautiful West End Riverside, the master bedroom is located in a  secure resort-style residential complex. <br /><br />Beautifully designed to exude space and luxury with an abundance of natural light.","Location <br />Within walking distance of a fusion of restaurants, bars, cafes and specialty stores<br />5minute walk to Woolworths and Dan Murphys<br />Direct access to Riverwalk <br />A stone's throw from the Southbank precinct <br /><br /><br />Within easy access of public transport including the CityCat and the CityGlider bus",5609821,Natasha,2013-03-24,"Brisbane, Australia","Well-traveled and professional
Fun and easygoing
I love to dance although I have two left feet
We love to eat and can often be found eating at newly opened restaurants and cafes
We love where we live and spend a lot of time walking along the riverside walk",within a few hours,100%,86%,t,,1.0,"['email', 'phone']",t,f,West End,-27.4840635,152.9995817,Private room in condo,Private room,2,1.0,1 private bath,1.0,1.0,"[""Mountain view"", ""Waterfront"", ""Exercise equipment"", ""Refrigerator"", ""Essentials"", ""Dishwasher"", ""Free washer \u2013 In unit"", ""Bed linens"", ""Extra pillows and blankets"", ""Elevator"", ""Smoke alarm"", ""Wifi"", ""Dishes and silverware"", ""Bathtub"", ""Cooking basics"", ""BBQ grill"", ""Outdoor dining area"", ""Hair dryer"", ""Hangers"", ""Pool view"", ""Clothing storage: dresser"", ""Free dryer \u2013 In unit"", ""Iron"", ""River view"", ""Sukin shampoo"", ""Sukin conditioner"", ""First aid kit"", ""Hot water"", ""Shared outdoor pool - available all year, open specific hours, heated, infinity"", ""Shower gel"", ""Central heating"", ""Host greets you"", ""Private patio or balcony"", ""Kitchen"", ""Central air conditioning"", ""Board games"", ""Resort view"", ""Exterior security cameras on property"", ""Sukin body soap"", ""Drying rack for clothing"", ""Free parking on premises"", ""Shared gym in building"", ""Garden view"", ""Free resort access"", ""Lake access""]",1,5,1.0,1.0,5.0,5.0,1.0,5.0,1,8,23,105,45,16,2,2,21,96,10464.0,2023-10-14,2025-10-19,4.98,4.96,4.98,4.93,4.98,4.93,4.93,f,1,0,1,0,1.78,$109.00
3635,city scrape,"Modern, Chic & Central 2 Bdrm Apt Fortitude Valley","Modern & chic newly renovated 2BR, 2BA apartment in vibrant Fortitude Valley:<br />• Private balconies off both bedrooms + large entertaining balcony<br />• Resort-style pool, spa, gym & sauna<br />• Full kitchen, dining area & laundry<br />• Walk to Howard Smith Wharves, James Street, bars, restaurants clubs & cafes<br />• Short stroll to Brisbane River walks & bike paths<br />• Undercover secure parking<br />• Close to bus, train & CityCat<br />• Secure building with lift access<br />Comfort, convenience & style in one perfect location.",,1611454,Laura,2012-01-15,"Brisbane, Australia","Hi, I’m Laura — a mum of three, a creative at heart, and someone who takes real pride in thoughtful hosting. My husband and I love travel, good food, and creating spaces that feel like a home away from home. Whether you’re visiting for work or a getaway, we’ve designed our place to be clean, comfortable, and easy to enjoy. I’m always happy to help and just a message away if you need anything!",within an hour,100%,91%,t,,1.0,"['email', 'phone']",t,t,Fortitude Valley,-27.460920621164604,153.03759444504976,Entire rental unit,Entire home/apt,5,2.0,2 baths,2.0,3.0,"[""Exercise equipment"", ""Refrigerator"", ""Coffee maker"", ""Dishwasher"", ""Bed linens"", ""Elevator"", ""Lockbox"", ""Smoke alarm"", ""Toaster"", ""Wifi"", ""Dishes and silverware"", ""Coffee"", ""Cooking basics"", ""Pool"", ""Washer"", ""Outdoor dining area"", ""Hot water kettle"", ""Hair dryer"", ""Hangers"", ""Air conditioning"", ""Free dryer \u2013 In unit"", ""Iron"", ""Hot water"", ""Stove"", ""Room-darkening shades"", ""Self check-in"", ""Fire extinguisher"", ""Shampoo"", ""Kitchen"", ""Wine glasses"", ""Heating"", ""Exterior security cameras on property"", ""Clothing storage"", ""Freezer"", ""Dedicated workspace"", ""Microwave"", ""Outdoor furniture"", ""Drying rack for clothing"", ""Shared sauna"", ""Hot tub"", ""Free parking on premises"", ""Sound system"", ""Conditioner"", ""Shared gym in building"", ""Body soap"", ""TV"", ""Oven""]",2,365,2.0,2.0,365.0,365.0,2.0,365.0,15,38,66,291,25,25,5,30,0,150,43500.0,2025-05-29,2025-11-02,4.92,4.96,4.96,4.96,4.96,4.88,4.92,f,1,1,0,0,4.49,$290.00
3636,city scrape,35th Floor Brisbane CBD Luxury at Queens Wharf!,"Discover a new level of living in this exquisite luxury 1 bedroom + 1 bathroom apartment on the 35th floor, perfectly positioned in the heart of Brisbane's prestigious Queens Wharf precinct. <br /><br />Enjoy being within walking distance to the best of Brisbane’s shopping, dining, and entertainment. Easy access to public transport and major roadways. Close to the Brisbane River, South Bank, and the Central Business District (CBD).<br /><br />A seamless blend of modern design and world class comfort and elegance!",,157873105,Aaron,2017-11-08,"Rye, Australia","I'm a property manager that enjoys: diving, skiing, traveling, exercising, game night with friends and a lot more. ",within an hour,100%,95%,f,,74.0,['phone'],t,t,Brisbane City,-27.4740415,153.0258304,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Refrigerator"", ""Essentials"", ""Dishwasher"", ""Bed linens"", ""Elevator"", ""Smoke alarm"", ""Toaster"", ""Wifi"", ""Dryer \u2013\u00a0In unit"", ""Dishes and silverware"", ""Cooking basics"", ""Outdoor dining area"", ""Hot water kettle"", ""Hair dryer"", ""Hangers"", ""Iron"", ""Hot water"", ""Shower gel"", ""Washer \u2013\u00a0In unit"", ""Stove"", ""Shampoo"", ""Private patio or balcony"", ""Kitchen"", ""Central air conditioning"", ""Wine glasses"", ""Heating"", ""Clothing storage"", ""Microwave"", ""Outdoor furniture"", ""Long term stays allowed"", ""Outdoor pool"", ""Conditioner"", ""Shared gym in building"", ""Body soap"", ""TV"", ""Oven""]",2,365,1.0,3.0,365.0,365.0,2.9,365.0,13,28,58,134,15,15,2,19,0,90,16830.0,2025-06-23,2025-10-27,4.93,4.93,4.87,4.73,5.0,5.0,4.93,f,6,6,0,0,3.17,$187.00
3637,city scrape,"Studio with pool near City, Gabba, Tennis, UQ","Refresh and relax in our immaculate modern studio apartment with direct access to the saltwater pool and sub-tropical gardens. Located on a quiet leafy street in inner-city Brisbane and within close proximity to the CBD, the Gabba, Brisbane International Tennis Centre, Southbank and cultural precinct, hospitals, universities and parks. Our private studio will feel like home for singles, couples, families and business people.","Annerley is a vibrant and highly popular inner city suburb with a diverse community. It enjoys the convenience of being 6km or less to the CBD, Brisbane International Tennis Centre, the Gabba, Southbank and cultural precinct (GOMA, Museum, Science Centre, Art Gallery and QPAC) major hospitals (Princess Alexandra, Mater Private, Greenslopes Private and Lady Cilento Children's)  major universities (UQ, QUT and Griffith), Brisbane Gold Club and Brisbane River. Annerley is also very close to West End, Highgate Hill, Fortitude Valley and New Farm.<br />A number of fantastic markets are close by include Rocklea, Boggo Road, West End and Southbank.<br />Annerley has a local shopping centre, 2 supermarkets, Yeronga Park heated swimming complex, local libraries, fantastic cafes and restaurants (Cafe O-Mai, Red Lotus, Box'd Espresso Bar, Dudley Street Cafe, Billycart Kitchen) which are mainly within 10 mins walk of the Studio.",68621050,Lori,2016-04-24,"Annerley, Australia","We are a Aussie Swiss family. We have set up our airbnb with all the things we like to have when we travel. Our family moved back to Brisbane from Switzerland in 2011. We enjoy travelling, creative arts, sports and food!",within an hour,100%,97%,t,,1.0,"['email', 'phone']",t,t,Annerley,-27.51638,153.02876,Entire guest suite,Entire home/apt,4,1.5,1.5 baths,1.0,2.0,"[""Laundromat nearby"", ""Outdoor shower"", ""Refrigerator"", ""Sun loungers"", ""Essentials"", ""Bed linens"", ""Extra pillows and blankets"", ""Books and reading material"", ""Wifi \u2013 20 Mbps"", ""Shared backyard \u2013 Fully fenced"", ""Lockbox"", ""Smoke alarm"", ""Mini fridge"", ""Free dryer \u2013 In building"", ""Cleaning products"", ""Toaster"", ""Dishes and silverware"", ""Coffee"", ""Cooking basics"", ""Ping pong table"", ""Carbon monoxide alarm"", ""Outdoor dining area"", ""Hot water kettle"", ""Hair dryer"", ""Free street parking"", ""Hangers"", ""Coffee maker: Nespresso"", ""Pool view"", ""Iron"", ""Heating - split type ductless system"", ""First aid kit"", ""Hot water"", ""Shower gel"", ""Children\u2019s books and toys"", ""Stove"", ""Room-darkening shades"", ""Self check-in"", ""Fire extinguisher"", ""Shampoo"", ""Private patio or balcony"", ""Luggage dropoff allowed"", ""Kitchen"", ""Private outdoor pool - available all year, open specific hours, saltwater"", ""Wine glasses"", ""Housekeeping available 2 days a week - available at extra cost"", ""Board games"", ""Exterior security cameras on property"", ""Ceiling fan"", ""Freezer"", ""Dedicated workspace"", ""Microwave"", ""Outdoor furniture"", ""AC - split type ductless system"", ""Long term stays allowed"", ""Drying rack for clothing"", ""Clothing storage: wardrobe"", ""Conditioner"", ""Private entrance"", ""Garden view"", ""Body soap"", ""Free washer \u2013 In building"", ""TV"", ""Single level home"", ""Dining table""]",2,100,1.0,7.0,100.0,100.0,2.8,100.0,21,36,66,150,169,19,2,28,21,114,18924.0,2017-02-12,2025-11-05,4.98,4.98,4.99,4.99,5.0,4.89,4.91,f,1,1,0,0,1.59,$166.00
